((0.9, 1000.0, 2.0, 0.0, 3.0), (0.6510343496856572, 0.2599538106235566, 7.125313760315576, 1989.0))
((0.9, 1000.0, 2.0, 0.0, 2.0), (0.6515396910081623, 0.259705611775529, 7.19796877606492, 1988.0))
((0.9, 1000.0, 7.0, 0.0, 0.5), (0.288839685184609, 0.16087762436164177, 3.0600261017181998, 6498.0))
((0.9, 1000.0, 7.0, 0.0, 1.0), (0.28675212439406556, 0.16267288390105114, 3.0732614391270645, 6437.0))
((0.9, 1000.0, 32.0, 5.0, 0.0), (0.1590878216975009, 0.15096164050423155, 1.979104887693923, 33609.0))
((0.9, 11000.0, 7.0, 0.0, 1.0), (0.2739502314389194, 0.11618105175929737, 3.839420739814151, 71509.0))
((0.9, 11000.0, 7.0, 0.0, 3.0), (0.27074094895717726, 0.11907874938154268, 3.867518302463949, 71618.0))
((0.9, 11000.0, 7.0, 0.0, 0.0), (0.27137601763938923, 0.11799444135131737, 3.8628875441602606, 71615.0))
((0.9, 11000.0, 7.0, 0.0, 0.5), (0.2726663710639978, 0.11611974962099872, 3.8562696906642895, 71662.0))
((0.9, 11000.0, 7.0, 0.0, 2.0), (0.26937696295314795, 0.11653382462624261, 3.847718879829887, 71654.0))
((0.9, 21000.0, 7.0, 0.0, 0.5), (0.269744384309787, 0.11147967293689014, 4.0572123834691185, 136903.0))
((0.9, 21000.0, 7.0, 0.0, 3.0), (0.26881041106219267, 0.11211349235672965, 4.072264217853281, 136930.0))
((0.9, 21000.0, 7.0, 0.0, 0.0), (0.2710027890747004, 0.11520662498985143, 4.144953384475714, 136693.0))
((0.9, 21000.0, 7.0, 0.0, 2.5), (0.2701075656528085, 0.10911303586221655, 4.02962605110944, 136660.0))
((0.9, 21000.0, 7.0, 0.0, 1.0), (0.2687826920916639, 0.11045734153516983, 4.044917451007885, 136761.0))

((0.9, 1000.0, 2.0, 1.0, 3.0), (0.49541834550807734, 0.16164749677850426, 4.512928200649599, 2602.0))
((0.9, 1000.0, 32.0, 1.0, 3.0), (0.15605960356622922, 0.13781319948940662, 2.000865478024512, 29879.0))
((0.9, 1000.0, 2.0, 1.0, 2.5), (0.46043366760557364, 0.15127869739750124, 4.381016396981621, 2707.0))
((0.9, 1000.0, 32.0, 1.0, 0.0), (0.15294269711643146, 0.13839084474632593, 2.000472970983917, 30384.0))
((0.9, 1000.0, 32.0, 1.0, 2.0), (0.15319726497885675, 0.13771046273035842, 2.0008281898556555, 30095.0))
((0.9, 11000.0, 2.0, 1.0, 3.0), (0.4428003965244119, 0.10601312507958593, 5.23136205378656, 31555.0))
((0.9, 11000.0, 2.0, 1.0, 2.5), (0.4296473732566633, 0.10179675507745373, 5.186758501363223, 32076.0))
((0.9, 11000.0, 2.0, 1.0, 2.0), (0.4147037088233818, 0.09938542688163529, 5.161147979908107, 32424.0))
((0.9, 11000.0, 2.0, 1.0, 1.5), (0.4062817478148362, 0.09872725256582433, 5.133327591189737, 32609.0))
((0.9, 11000.0, 2.0, 1.0, 1.0), (0.39719238681202623, 0.09817448887865902, 5.137650699299863, 32693.0))
((0.9, 21000.0, 2.0, 1.0, 3.0), (0.4318648650488008, 0.0993918830993649, 5.457334255038904, 60924.0))
((0.9, 21000.0, 2.0, 1.0, 2.5), (0.4212976591290086, 0.09696232140599317, 5.43977008199088, 61672.0))
((0.9, 21000.0, 2.0, 1.0, 2.0), (0.4104285813142715, 0.09606473014792645, 5.420996196435294, 62104.0))
((0.9, 21000.0, 2.0, 1.0, 1.5), (0.40307532438060234, 0.09665467666496302, 5.419323265936049, 62378.0))
((0.9, 21000.0, 2.0, 1.0, 1.0), (0.3971982593134721, 0.09638563989422967, 5.413112695814575, 62531.0))
